ID,X,Y,Z
11692,443.00,41.00,3.41
11693,443.00,42.00,2.41
11694,443.00,43.00,1.41
11695,443.00,44.00,1.00
11696,443.00,45.00,0.00
11697,443.00,46.00,1.00
11698,443.00,47.00,1.41
11699,443.00,48.00,2.41
11700,443.00,49.00,3.41
11701,443.00,50.00,4.24
11702,443.00,51.00,5.24
11703,443.00,52.00,5.66
11704,443.00,53.00,6.66
11705,443.00,54.00,7.66
11706,443.00,55.00,8.49
11707,444.00,34.00,8.49
11708,444.00,35.00,8.07
11709,444.00,36.00,7.07
11710,444.00,37.00,6.24
11711,444.00,38.00,5.24
11712,444.00,39.00,4.24
11713,444.00,40.00,3.83
11714,444.00,41.00,2.83
11715,444.00,42.00,2.00
11716,444.00,43.00,1.00
11717,444.00,44.00,0.00
11718,444.00,45.00,1.00
11719,444.00,46.00,1.41
11720,444.00,47.00,2.41
11721,444.00,48.00,2.83
11722,444.00,49.00,3.83
11723,444.00,50.00,4.83
11724,444.00,51.00,5.66
11725,444.00,52.00,6.66
11726,444.00,53.00,7.07
11727,444.00,54.00,8.07
11728,444.00,55.00,9.07
11729,445.00,33.00,9.07
11730,445.00,34.00,8.07
11731,445.00,35.00,7.07
11732,445.00,36.00,6.66
11733,445.00,37.00,5.66
11734,445.00,38.00,4.83
11735,445.00,39.00,3.83
11736,445.00,40.00,2.83
11737,445.00,41.00,2.41
11738,445.00,42.00,1.41
11739,445.00,43.00,1.00
11740,445.00,44.00,0.00
11741,445.00,45.00,1.00
11742,445.00,46.00,2.00
11743,445.00,47.00,2.83
11744,445.00,48.00,3.83
11745,445.00,49.00,4.24
11746,445.00,50.00,5.24
11747,445.00,51.00,6.24
11748,445.00,52.00,7.07
11749,445.00,53.00,8.07
11750,445.00,54.00,8.49
11751,446.00,32.00,9.49
11752,446.00,33.00,8.49
11753,446.00,34.00,7.66
11754,446.00,35.00,6.66
11755,446.00,36.00,5.66
11756,446.00,37.00,5.24
11757,446.00,38.00,4.24
11758,446.00,39.00,3.41
11759,446.00,40.00,2.41
11760,446.00,41.00,1.41
11761,446.00,42.00,1.00
11762,446.00,43.00,0.00
11763,446.00,44.00,1.00
11764,446.00,45.00,1.41
11765,446.00,46.00,2.41
11766,446.00,47.00,3.41
11767,446.00,48.00,4.24
11768,446.00,49.00,5.24
11769,446.00,50.00,5.66
11770,446.00,51.00,6.66
11771,446.00,52.00,7.66
11772,446.00,53.00,8.49
11773,447.00,32.00,8.49
11774,447.00,33.00,8.07
11775,447.00,34.00,7.07
11776,447.00,35.00,6.24
11777,447.00,36.00,5.24
11778,447.00,37.00,4.24
11779,447.00,38.00,3.83
11780,447.00,39.00,2.83
11781,447.00,40.00,2.00
11782,447.00,41.00,1.00
11783,447.00,42.00,0.00
11784,447.00,43.00,1.00
11785,447.00,44.00,1.41
11786,447.00,45.00,2.41
11787,447.00,46.00,2.83
11788,447.00,47.00,3.83
11789,447.00,48.00,4.83
11790,447.00,49.00,5.66
11791,447.00,50.00,6.66
11792,447.00,51.00,7.07
11793,447.00,52.00,8.07
11794,447.00,53.00,9.07
11795,448.00,31.00,8.49
11796,448.00,32.00,8.07
11797,448.00,33.00,7.07
11798,448.00,34.00,6.66
11799,448.00,35.00,5.66
11800,448.00,36.00,4.83
11801,448.00,37.00,3.83
11802,448.00,38.00,2.83
11803,448.00,39.00,2.41
11804,448.00,40.00,1.41
11805,448.00,41.00,1.00
11806,448.00,42.00,0.00
11807,448.00,43.00,1.00
11808,448.00,44.00,2.00
11809,448.00,45.00,2.83
11810,448.00,46.00,3.83
11811,448.00,47.00,4.24
11812,448.00,48.00,5.24
11813,448.00,49.00,6.24
11814,448.00,50.00,7.07
11815,448.00,51.00,8.07
11816,448.00,52.00,8.49
11817,449.00,30.00,9.07
11818,449.00,31.00,8.07
11819,449.00,32.00,7.07
11820,449.00,33.00,6.66
11821,449.00,34.00,5.66
11822,449.00,35.00,5.24
11823,449.00,36.00,4.24
11824,449.00,37.00,3.41
11825,449.00,38.00,2.41
11826,449.00,39.00,1.41
11827,449.00,40.00,1.00
11828,449.00,41.00,0.00
11829,449.00,42.00,1.00
11830,449.00,43.00,1.41
11831,449.00,44.00,2.41
11832,449.00,45.00,3.41
11833,449.00,46.00,4.24
11834,449.00,47.00,5.24
11835,449.00,48.00,5.66
11836,449.00,49.00,6.66
11837,449.00,50.00,7.66
11838,449.00,51.00,8.49
11839,450.00,30.00,8.49
11840,450.00,31.00,7.66
11841,450.00,32.00,6.66
11842,450.00,33.00,5.66
11843,450.00,34.00,5.24
11844,450.00,35.00,4.24
11845,450.00,36.00,3.83
11846,450.00,37.00,2.83
11847,450.00,38.00,2.00
11848,450.00,39.00,1.00
11849,450.00,40.00,0.00
11850,450.00,41.00,1.00
11851,450.00,42.00,1.41
11852,450.00,43.00,2.41
11853,450.00,44.00,2.83
11854,450.00,45.00,3.83
11855,450.00,46.00,4.83
11856,450.00,47.00,5.66
11857,450.00,48.00,6.66
11858,450.00,49.00,7.07
11859,450.00,50.00,8.07
11860,450.00,51.00,9.07
11861,451.00,29.00,9.07
11862,451.00,30.00,8.07
11863,451.00,31.00,7.07
11864,451.00,32.00,6.24
11865,451.00,33.00,5.24
11866,451.00,34.00,4.24
11867,451.00,35.00,3.83
11868,451.00,36.00,2.83
11869,451.00,37.00,2.41
11870,451.00,38.00,1.41
11871,451.00,39.00,1.00
11872,451.00,40.00,0.00
11873,451.00,41.00,1.00
11874,451.00,42.00,2.00
11875,451.00,43.00,2.83
11876,451.00,44.00,3.83
11877,451.00,45.00,4.24
11878,451.00,46.00,5.24
11879,451.00,47.00,6.24
11880,451.00,48.00,7.07
11881,451.00,49.00,8.07
11882,451.00,50.00,8.49
11883,452.00,28.00,9.49
11884,452.00,29.00,8.49
11885,452.00,30.00,7.66
11886,452.00,31.00,6.66
11887,452.00,32.00,5.66
11888,452.00,33.00,4.83
11889,452.00,34.00,3.83
11890,452.00,35.00,2.83
11891,452.00,36.00,2.41
11892,452.00,37.00,1.41
11893,452.00,38.00,1.00
11894,452.00,39.00,0.00
11895,452.00,40.00,1.00
11896,452.00,41.00,1.41
11897,452.00,42.00,2.41
11898,452.00,43.00,3.41
11899,452.00,44.00,4.24
11900,452.00,45.00,5.24
11901,452.00,46.00,5.66
11902,452.00,47.00,6.66
11903,452.00,48.00,7.66
11904,452.00,49.00,8.49
11905,452.00,50.00,9.49
11906,453.00,28.00,8.49
11907,453.00,29.00,8.07
11908,453.00,30.00,7.07
11909,453.00,31.00,6.24
11910,453.00,32.00,5.24
11911,453.00,33.00,4.24
11912,453.00,34.00,3.41
11913,453.00,35.00,2.41
11914,453.00,36.00,1.41
11915,453.00,37.00,1.00
11916,453.00,38.00,0.00
11917,453.00,39.00,1.00
11918,453.00,40.00,1.41
11919,453.00,41.00,2.41
11920,453.00,42.00,2.83
11921,453.00,43.00,3.83
11922,453.00,44.00,4.83
11923,453.00,45.00,5.66
11924,453.00,46.00,6.66
11925,453.00,47.00,7.07
11926,453.00,48.00,8.07
11927,453.00,49.00,9.07
11928,454.00,27.00,9.07
11929,454.00,28.00,8.07
11930,454.00,29.00,7.07
11931,454.00,30.00,6.66
11932,454.00,31.00,5.66
11933,454.00,32.00,4.83
11934,454.00,33.00,3.83
11935,454.00,34.00,2.83
11936,454.00,35.00,2.00
11937,454.00,36.00,1.00
11938,454.00,37.00,0.00
11939,454.00,38.00,0.00
11940,454.00,39.00,1.00
11941,454.00,40.00,2.00
11942,454.00,41.00,2.83
11943,454.00,42.00,3.83
11944,454.00,43.00,4.24
11945,454.00,44.00,5.24
11946,454.00,45.00,6.24
11947,454.00,46.00,7.07
11948,454.00,47.00,8.07
11949,454.00,48.00,8.49
11950,455.00,27.00,8.49
11951,455.00,28.00,7.66
11952,455.00,29.00,6.66
11953,455.00,30.00,5.66
11954,455.00,31.00,5.24
11955,455.00,32.00,4.24
11956,455.00,33.00,3.41
11957,455.00,34.00,2.41
11958,455.00,35.00,1.41
11959,455.00,36.00,1.00
11960,455.00,37.00,0.00
11961,455.00,38.00,1.00
11962,455.00,39.00,1.41
11963,455.00,40.00,2.41
11964,455.00,41.00,3.41
11965,455.00,42.00,4.24
11966,455.00,43.00,5.24
11967,455.00,44.00,5.66
11968,455.00,45.00,6.66
11969,455.00,46.00,7.66
11970,455.00,47.00,8.49
11971,455.00,48.00,9.49
11972,456.00,26.00,8.49
11973,456.00,27.00,8.07
11974,456.00,28.00,7.07
11975,456.00,29.00,6.24
11976,456.00,30.00,5.24
11977,456.00,31.00,4.24
11978,456.00,32.00,3.83
11979,456.00,33.00,2.83
11980,456.00,34.00,2.00
11981,456.00,35.00,1.00
11982,456.00,36.00,0.00
11983,456.00,37.00,1.00
11984,456.00,38.00,1.41
11985,456.00,39.00,2.41
11986,456.00,40.00,2.83
11987,456.00,41.00,3.83
11988,456.00,42.00,4.83
11989,456.00,43.00,5.66
11990,456.00,44.00,6.66
11991,456.00,45.00,7.07
11992,456.00,46.00,8.07
11993,456.00,47.00,9.07
11994,457.00,25.00,9.07
11995,457.00,26.00,8.07
11996,457.00,27.00,7.07
11997,457.00,28.00,6.66
11998,457.00,29.00,5.66
11999,457.00,30.00,4.83
12000,457.00,31.00,3.83
12001,457.00,32.00,2.83
12002,457.00,33.00,2.41
12003,457.00,34.00,1.41
12004,457.00,35.00,1.00
12005,457.00,36.00,0.00
12006,457.00,37.00,1.00
12007,457.00,38.00,2.00
12008,457.00,39.00,2.83
12009,457.00,40.00,3.83
12010,457.00,41.00,4.24
12011,457.00,42.00,5.24
12012,457.00,43.00,6.24
12013,457.00,44.00,7.07
12014,457.00,45.00,8.07
12015,457.00,46.00,8.49
12016,458.00,25.00,8.49
12017,458.00,26.00,7.66
12018,458.00,27.00,6.66
12019,458.00,28.00,5.66
12020,458.00,29.00,5.24
12021,458.00,30.00,4.24
12022,458.00,31.00,3.41
12023,458.00,32.00,2.41
12024,458.00,33.00,1.41
12025,458.00,34.00,1.00
12026,458.00,35.00,0.00
12027,458.00,36.00,1.00
12028,458.00,37.00,1.41
12029,458.00,38.00,2.41
12030,458.00,39.00,3.41
12031,458.00,40.00,4.24
12032,458.00,41.00,5.24
12033,458.00,42.00,5.66
12034,458.00,43.00,6.66
12035,458.00,44.00,7.66
12036,458.00,45.00,8.49
12037,458.00,46.00,9.49
12038,459.00,24.00,8.49
12039,459.00,25.00,8.07
12040,459.00,26.00,7.07
12041,459.00,27.00,6.24
12042,459.00,28.00,5.24
12043,459.00,29.00,4.24
12044,459.00,30.00,3.83
12045,459.00,31.00,2.83
12046,459.00,32.00,2.00
12047,459.00,33.00,1.00
12048,459.00,34.00,0.00
12049,459.00,35.00,1.00
12050,459.00,36.00,1.41
12051,459.00,37.00,2.41
12052,459.00,38.00,2.83
12053,459.00,39.00,3.83
12054,459.00,40.00,4.83
12055,459.00,41.00,5.66
12056,459.00,42.00,6.66
12057,459.00,43.00,7.07
12058,459.00,44.00,8.07
12059,459.00,45.00,9.07
12060,460.00,23.00,9.07
12061,460.00,24.00,8.07
12062,460.00,25.00,7.07
12063,460.00,26.00,6.66
12064,460.00,27.00,5.66
12065,460.00,28.00,4.83
12066,460.00,29.00,3.83
12067,460.00,30.00,2.83
12068,460.00,31.00,2.41
12069,460.00,32.00,1.41
12070,460.00,33.00,1.00
12071,460.00,34.00,0.00
12072,460.00,35.00,1.00
12073,460.00,36.00,2.00
12074,460.00,37.00,2.83
12075,460.00,38.00,3.83
12076,460.00,39.00,4.24
12077,460.00,40.00,5.24
12078,460.00,41.00,6.24
12079,460.00,42.00,7.07
12080,460.00,43.00,8.07
12081,460.00,44.00,8.49
12082,461.00,23.00,8.49
12083,461.00,24.00,7.66
12084,461.00,25.00,6.66
12085,461.00,26.00,5.66
12086,461.00,27.00,5.24
12087,461.00,28.00,4.24
12088,461.00,29.00,3.41
12089,461.00,30.00,2.41
12090,461.00,31.00,1.41
12091,461.00,32.00,1.00
12092,461.00,33.00,0.00
12093,461.00,34.00,1.00
12094,461.00,35.00,1.41
12095,461.00,36.00,2.41
12096,461.00,37.00,3.41
12097,461.00,38.00,4.24
12098,461.00,39.00,5.24
12099,461.00,40.00,5.66
12100,461.00,41.00,6.66
12101,461.00,42.00,7.66
12102,461.00,43.00,8.49
12103,462.00,22.00,8.49
12104,462.00,23.00,8.07
12105,462.00,24.00,7.07
12106,462.00,25.00,6.24
12107,462.00,26.00,5.24
12108,462.00,27.00,4.24
12109,462.00,28.00,3.83
12110,462.00,29.00,2.83
12111,462.00,30.00,2.00
12112,462.00,31.00,1.00
12113,462.00,32.00,0.00
12114,462.00,33.00,0.00
12115,462.00,34.00,1.00
12116,462.00,35.00,2.00
12117,462.00,36.00,2.83
12118,462.00,37.00,3.83
12119,462.00,38.00,4.83
12120,462.00,39.00,5.66
12121,462.00,40.00,6.66
12122,462.00,41.00,7.07
12123,462.00,42.00,8.07
12124,462.00,43.00,9.07
12125,463.00,21.00,9.07
12126,463.00,22.00,8.07
12127,463.00,23.00,7.07
12128,463.00,24.00,6.66
12129,463.00,25.00,5.66
12130,463.00,26.00,4.83
12131,463.00,27.00,3.83
12132,463.00,28.00,2.83
12133,463.00,29.00,2.41
12134,463.00,30.00,1.41
12135,463.00,31.00,1.00
12136,463.00,32.00,0.00
12137,463.00,33.00,1.00
12138,463.00,34.00,1.41
12139,463.00,35.00,2.41
12140,463.00,36.00,3.41
12141,463.00,37.00,4.24
12142,463.00,38.00,5.24
12143,463.00,39.00,6.24
12144,463.00,40.00,7.07
12145,463.00,41.00,8.07
12146,463.00,42.00,8.49
12147,464.00,21.00,8.49
12148,464.00,22.00,7.66
12149,464.00,23.00,6.66
12150,464.00,24.00,5.66
12151,464.00,25.00,5.24
12152,464.00,26.00,4.24
12153,464.00,27.00,3.41
12154,464.00,28.00,2.41
12155,464.00,29.00,1.41
12156,464.00,30.00,1.00
12157,464.00,31.00,0.00
12158,464.00,32.00,1.00
12159,464.00,33.00,1.41
12160,464.00,34.00,2.41
12161,464.00,35.00,2.83
12162,464.00,36.00,3.83
12163,464.00,37.00,4.83
12164,464.00,38.00,5.66
12165,464.00,39.00,6.66
12166,464.00,40.00,7.66
12167,464.00,41.00,8.49
12168,464.00,42.00,9.49
12169,465.00,20.00,8.49
12170,465.00,21.00,8.07
12171,465.00,22.00,7.07
12172,465.00,23.00,6.24
12173,465.00,24.00,5.24
12174,465.00,25.00,4.24
12175,465.00,26.00,3.83
12176,465.00,27.00,2.83
12177,465.00,28.00,2.00
12178,465.00,29.00,1.00
12179,465.00,30.00,0.00
12180,465.00,31.00,0.00
12181,465.00,32.00,1.00
12182,465.00,33.00,2.00
12183,465.00,34.00,2.83
12184,465.00,35.00,3.83
12185,465.00,36.00,4.24
12186,465.00,37.00,5.24
12187,465.00,38.00,6.24
12188,465.00,39.00,7.07
12189,465.00,40.00,8.07
12190,465.00,41.00,9.07
12191,466.00,19.00,9.07
12192,466.00,20.00,8.07
12193,466.00,21.00,7.07
12194,466.00,22.00,6.66
12195,466.00,23.00,5.66
12196,466.00,24.00,4.83
12197,466.00,25.00,3.83
12198,466.00,26.00,2.83
12199,466.00,27.00,2.41
12200,466.00,28.00,1.41
12201,466.00,29.00,1.00
12202,466.00,30.00,0.00
12203,466.00,31.00,1.00
12204,466.00,32.00,1.41
12205,466.00,33.00,2.41
12206,466.00,34.00,3.41
12207,466.00,35.00,4.24
12208,466.00,36.00,5.24
12209,466.00,37.00,5.66
12210,466.00,38.00,6.66
12211,466.00,39.00,7.66
12212,466.00,40.00,8.49
12213,467.00,19.00,8.49
12214,467.00,20.00,7.66
12215,467.00,21.00,6.66
12216,467.00,22.00,5.66
12217,467.00,23.00,5.24
12218,467.00,24.00,4.24
12219,467.00,25.00,3.41
12220,467.00,26.00,2.41
12221,467.00,27.00,1.41
12222,467.00,28.00,1.00
12223,467.00,29.00,0.00
12224,467.00,30.00,1.00
12225,467.00,31.00,1.41
12226,467.00,32.00,2.41
12227,467.00,33.00,2.83
12228,467.00,34.00,3.83
12229,467.00,35.00,4.83
12230,467.00,36.00,5.66
12231,467.00,37.00,6.66
12232,467.00,38.00,7.07
12233,467.00,39.00,8.07
12234,467.00,40.00,9.07
12235,468.00,18.00,8.49
12236,468.00,19.00,8.07
12237,468.00,20.00,7.07
12238,468.00,21.00,6.24
12239,468.00,22.00,5.24
12240,468.00,23.00,4.24
12241,468.00,24.00,3.83
12242,468.00,25.00,2.83
12243,468.00,26.00,2.00
12244,468.00,27.00,1.00
12245,468.00,28.00,0.00
12246,468.00,29.00,0.00
12247,468.00,30.00,1.00
12248,468.00,31.00,2.00
12249,468.00,32.00,2.83
12250,468.00,33.00,3.83
12251,468.00,34.00,4.24
12252,468.00,35.00,5.24
12253,468.00,36.00,6.24
12254,468.00,37.00,7.07
12255,468.00,38.00,8.07
12256,468.00,39.00,8.49
12257,469.00,17.00,9.07
12258,469.00,18.00,8.07
12259,469.00,19.00,7.07
12260,469.00,20.00,6.66
12261,469.00,21.00,5.66
12262,469.00,22.00,4.83
12263,469.00,23.00,3.83
12264,469.00,24.00,2.83
12265,469.00,25.00,2.41
12266,469.00,26.00,1.41
12267,469.00,27.00,1.00
12268,469.00,28.00,0.00
12269,469.00,29.00,1.00
12270,469.00,30.00,1.41
12271,469.00,31.00,2.41
12272,469.00,32.00,3.41
12273,469.00,33.00,4.24
12274,469.00,34.00,5.24
12275,469.00,35.00,5.66
12276,469.00,36.00,6.66
12277,469.00,37.00,7.66
12278,469.00,38.00,8.49
12279,470.00,17.00,8.49
12280,470.00,18.00,7.66
12281,470.00,19.00,6.66
12282,470.00,20.00,5.66
12283,470.00,21.00,5.24
12284,470.00,22.00,4.24
12285,470.00,23.00,3.41
12286,470.00,24.00,2.41
12287,470.00,25.00,1.41
12288,470.00,26.00,1.00
12289,470.00,27.00,0.00
12290,470.00,28.00,1.00
12291,470.00,29.00,1.41
12292,470.00,30.00,2.41
12293,470.00,31.00,2.83
12294,470.00,32.00,3.83
12295,470.00,33.00,4.83
12296,470.00,34.00,5.66
12297,470.00,35.00,6.66
12298,470.00,36.00,7.07
12299,470.00,37.00,8.07
12300,470.00,38.00,9.07
12301,471.00,16.00,9.07
12302,471.00,17.00,8.07
12303,471.00,18.00,7.07
12304,471.00,19.00,6.24
12305,471.00,20.00,5.24
12306,471.00,21.00,4.24
12307,471.00,22.00,3.83
12308,471.00,23.00,2.83
12309,471.00,24.00,2.00
12310,471.00,25.00,1.00
12311,471.00,26.00,0.00
12312,471.00,27.00,0.00
12313,471.00,28.00,1.00
12314,471.00,29.00,2.00
12315,471.00,30.00,2.83
12316,471.00,31.00,3.83
12317,471.00,32.00,4.24
12318,471.00,33.00,5.24
12319,471.00,34.00,6.24
12320,471.00,35.00,7.07
12321,471.00,36.00,8.07
12322,471.00,37.00,8.49
12323,472.00,15.00,9.49
12324,472.00,16.00,8.49
12325,472.00,17.00,7.66
12326,472.00,18.00,6.66
12327,472.00,19.00,5.66
12328,472.00,20.00,4.83
12329,472.00,21.00,3.83
12330,472.00,22.00,2.83
12331,472.00,23.00,2.41
12332,472.00,24.00,1.41
12333,472.00,25.00,1.00
12334,472.00,26.00,0.00
12335,472.00,27.00,1.00
12336,472.00,28.00,1.41
12337,472.00,29.00,2.41
12338,472.00,30.00,3.41
12339,472.00,31.00,4.24
12340,472.00,32.00,5.24
12341,472.00,33.00,5.66
12342,472.00,34.00,6.66
12343,472.00,35.00,7.66
12344,472.00,36.00,8.49
12345,473.00,15.00,9.07
12346,473.00,16.00,8.07
12347,473.00,17.00,7.07
12348,473.00,18.00,6.24
12349,473.00,19.00,5.24
12350,473.00,20.00,4.24
12351,473.00,21.00,3.41
12352,473.00,22.00,2.41
12353,473.00,23.00,1.41
12354,473.00,24.00,1.00
12355,473.00,25.00,0.00
12356,473.00,26.00,1.00
12357,473.00,27.00,1.41
12358,473.00,28.00,2.41
12359,473.00,29.00,2.83
12360,473.00,30.00,3.83
12361,473.00,31.00,4.83
12362,473.00,32.00,5.66
12363,473.00,33.00,6.66
12364,473.00,34.00,7.07
12365,473.00,35.00,8.07
12366,473.00,36.00,9.07
12367,474.00,14.00,9.66
12368,474.00,15.00,8.66
12369,474.00,16.00,7.66
12370,474.00,17.00,6.66
12371,474.00,18.00,5.66
12372,474.00,19.00,4.83
12373,474.00,20.00,3.83
12374,474.00,21.00,2.83
12375,474.00,22.00,2.00
12376,474.00,23.00,1.00
12377,474.00,24.00,0.00
12378,474.00,25.00,0.00
12379,474.00,26.00,1.00
12380,474.00,27.00,2.00
12381,474.00,28.00,2.83
12382,474.00,29.00,3.83
12383,474.00,30.00,4.24
12384,474.00,31.00,5.24
12385,474.00,32.00,6.24
12386,474.00,33.00,7.07
12387,474.00,34.00,8.07
12388,474.00,35.00,8.49
12389,475.00,14.00,9.24
12390,475.00,15.00,8.24
12391,475.00,16.00,7.24
12392,475.00,17.00,6.24
12393,475.00,18.00,5.24
12394,475.00,19.00,4.24
12395,475.00,20.00,3.41
12396,475.00,21.00,2.41
12397,475.00,22.00,1.41
12398,475.00,23.00,1.00
12399,475.00,24.00,0.00
12400,475.00,25.00,1.00
12401,475.00,26.00,1.41
12402,475.00,27.00,2.41
12403,475.00,28.00,3.41
12404,475.00,29.00,4.24
12405,475.00,30.00,5.24
12406,475.00,31.00,5.66
12407,475.00,32.00,6.66
12408,475.00,33.00,7.66
12409,475.00,34.00,8.49
12410,476.00,14.00,8.83
12411,476.00,15.00,7.83
12412,476.00,16.00,6.83
12413,476.00,17.00,5.83
12414,476.00,18.00,4.83
12415,476.00,19.00,3.83
12416,476.00,20.00,2.83
12417,476.00,21.00,2.00
12418,476.00,22.00,1.00
12419,476.00,23.00,0.00
12420,476.00,24.00,1.00
12421,476.00,25.00,1.41
12422,476.00,26.00,2.41
12423,476.00,27.00,2.83
12424,476.00,28.00,3.83
12425,476.00,29.00,4.83
12426,476.00,30.00,5.66
12427,476.00,31.00,6.66
12428,476.00,32.00,7.07
12429,476.00,33.00,8.07
12430,476.00,34.00,9.07
12431,477.00,13.00,9.41
12432,477.00,14.00,8.41
12433,477.00,15.00,7.41
12434,477.00,16.00,6.41
12435,477.00,17.00,5.41
12436,477.00,18.00,4.41
12437,477.00,19.00,3.41
12438,477.00,20.00,2.41
12439,477.00,21.00,1.41
12440,477.00,22.00,1.00
12441,477.00,23.00,0.00
12442,477.00,24.00,1.00
12443,477.00,25.00,2.00
12444,477.00,26.00,2.83
12445,477.00,27.00,3.83
12446,477.00,28.00,4.24
12447,477.00,29.00,5.24
12448,477.00,30.00,6.24
12449,477.00,31.00,7.07
12450,477.00,32.00,8.07
12451,477.00,33.00,8.49
12452,478.00,13.00,9.00
12453,478.00,14.00,8.00
12454,478.00,15.00,7.00
12455,478.00,16.00,6.00
12456,478.00,17.00,5.00
12457,478.00,18.00,4.00
12458,478.00,19.00,3.00
12459,478.00,20.00,2.00
12460,478.00,21.00,1.00
12461,478.00,22.00,0.00
12462,478.00,23.00,1.00
12463,478.00,24.00,1.41
12464,478.00,25.00,2.41
12465,478.00,26.00,3.41
12466,478.00,27.00,4.24
12467,478.00,28.00,5.24
12468,478.00,29.00,5.66
12469,478.00,30.00,6.66
12470,478.00,31.00,7.66
12471,478.00,32.00,8.49
12472,479.00,13.00,8.83
12473,479.00,14.00,7.83
12474,479.00,15.00,6.83
12475,479.00,16.00,5.83
12476,479.00,17.00,4.83
12477,479.00,18.00,3.83
12478,479.00,19.00,2.83
12479,479.00,20.00,2.00
12480,479.00,21.00,1.00
12481,479.00,22.00,0.00
12482,479.00,23.00,1.00
12483,479.00,24.00,2.00
12484,479.00,25.00,2.83
12485,479.00,26.00,3.83
12486,479.00,27.00,4.83
12487,479.00,28.00,5.66
12488,479.00,29.00,6.66
12489,479.00,30.00,7.07
12490,479.00,31.00,8.07
12491,479.00,32.00,9.07
12492,480.00,13.00,8.41
12493,480.00,14.00,7.41
12494,480.00,15.00,6.41
12495,480.00,16.00,5.41
12496,480.00,17.00,4.41
12497,480.00,18.00,3.41
12498,480.00,19.00,2.41
12499,480.00,20.00,1.41
12500,480.00,21.00,1.00
12501,480.00,22.00,0.00
12502,480.00,23.00,1.00
12503,480.00,24.00,2.00
12504,480.00,25.00,3.00
12505,480.00,26.00,4.00
12506,480.00,27.00,5.00
12507,480.00,28.00,6.00
12508,480.00,29.00,7.00
12509,480.00,30.00,8.00
12510,480.00,31.00,8.49
12511,481.00,13.00,8.00
12512,481.00,14.00,7.00
12513,481.00,15.00,6.00
12514,481.00,16.00,5.00
12515,481.00,17.00,4.00
12516,481.00,18.00,3.00
12517,481.00,19.00,2.00
12518,481.00,20.00,1.00
12519,481.00,21.00,0.00
12520,481.00,22.00,1.00
12521,481.00,23.00,1.41
12522,481.00,24.00,2.41
12523,481.00,25.00,3.41
12524,481.00,26.00,4.41
12525,481.00,27.00,5.41
12526,481.00,28.00,6.41
12527,481.00,29.00,7.41
12528,481.00,30.00,8.41
12529,481.00,31.00,9.41
12530,482.00,12.00,9.00
12531,482.00,13.00,8.00
12532,482.00,14.00,7.00
12533,482.00,15.00,6.00
12534,482.00,16.00,5.00
12535,482.00,17.00,4.00
12536,482.00,18.00,3.00
12537,482.00,19.00,2.00
12538,482.00,20.00,1.00
12539,482.00,21.00,0.00
12540,482.00,22.00,1.00
12541,482.00,23.00,2.00
12542,482.00,24.00,2.83
12543,482.00,25.00,3.83
12544,482.00,26.00,4.83
12545,482.00,27.00,5.83
12546,482.00,28.00,6.83
12547,482.00,29.00,7.83
12548,482.00,30.00,8.83
12549,483.00,12.00,9.00
12550,483.00,13.00,8.00
12551,483.00,14.00,7.00
12552,483.00,15.00,6.00
12553,483.00,16.00,5.00
12554,483.00,17.00,4.00
12555,483.00,18.00,3.00
12556,483.00,19.00,2.00
12557,483.00,20.00,1.00
12558,483.00,21.00,0.00
12559,483.00,22.00,1.00
12560,483.00,23.00,2.00
12561,483.00,24.00,3.00
12562,483.00,25.00,4.00
12563,483.00,26.00,5.00
12564,483.00,27.00,6.00
12565,483.00,28.00,7.00
12566,483.00,29.00,8.00
12567,483.00,30.00,9.00
12568,484.00,12.00,9.00
12569,484.00,13.00,8.00
12570,484.00,14.00,7.00
12571,484.00,15.00,6.00
12572,484.00,16.00,5.00
12573,484.00,17.00,4.00
12574,484.00,18.00,3.00
12575,484.00,19.00,2.00
12576,484.00,20.00,1.00
12577,484.00,21.00,0.00
12578,484.00,22.00,1.00
12579,484.00,23.00,2.00
12580,484.00,24.00,3.00
12581,484.00,25.00,4.00
12582,484.00,26.00,5.00
12583,484.00,27.00,6.00
12584,484.00,28.00,7.00
12585,484.00,29.00,8.00
12586,484.00,30.00,9.00
12587,485.00,12.00,9.00
12588,485.00,13.00,8.00
12589,485.00,14.00,7.00
12590,485.00,15.00,6.00
12591,485.00,16.00,5.00
12592,485.00,17.00,4.00
12593,485.00,18.00,3.00
12594,485.00,19.00,2.00
12595,485.00,20.00,1.00
12596,485.00,21.00,0.00
12597,485.00,22.00,1.00
12598,485.00,23.00,2.00
12599,485.00,24.00,3.00
12600,485.00,25.00,4.00
12601,485.00,26.00,5.00
12602,485.00,27.00,6.00
12603,485.00,28.00,7.00
12604,485.00,29.00,8.00
12605,485.00,30.00,9.00
12606,486.00,12.00,9.00
12607,486.00,13.00,8.00
12608,486.00,14.00,7.00
12609,486.00,15.00,6.00
12610,486.00,16.00,5.00
12611,486.00,17.00,4.00
12612,486.00,18.00,3.00
12613,486.00,19.00,2.00
12614,486.00,20.00,1.00
12615,486.00,21.00,0.00
12616,486.00,22.00,1.00
12617,486.00,23.00,2.00
12618,486.00,24.00,3.00
12619,486.00,25.00,4.00
12620,486.00,26.00,5.00
12621,486.00,27.00,6.00
12622,486.00,28.00,7.00
12623,486.00,29.00,8.00
